,Unnamed: 0,Instrument,Granularity,Complete,Volume,Time,Open,High,Low,Close,Gains,Loss,Avg_Gain,Avg_Loss,RSI
18,1103,EUR_USD,S5,True,2,2022-01-07T07:29:25.000000000Z,1.13035,1.13035,1.13034,1.13034,8.99999999999235E-05,0,2.16863999999861E-05,7.91389102406866E-06,73.26
19,1165,EUR_USD,S5,True,5,2022-01-07T07:29:45.000000000Z,1.13035,1.1304,1.13035,1.1304,0,0,1.73491199999889E-05,6.33111281925493E-06,73.26
20,1212,EUR_USD,S5,True,1,2022-01-07T07:30:05.000000000Z,1.13038,1.13038,1.13038,1.13038,2.99999999999745E-05,0,1.9879295999986E-05,5.06489025540394E-06,79.7
21,1243,EUR_USD,S5,True,4,2022-01-07T07:30:10.000000000Z,1.13036,1.1304,1.13036,1.13038,0,1.9999999999909E-05,1.59034367999888E-05,8.05191220430495E-06,66.39
22,1303,EUR_USD,S5,True,2,2022-01-07T07:30:30.000000000Z,1.13036,1.13038,1.13036,1.13038,0,0,1.2722749439991E-05,6.44152976344396E-06,66.39
23,1402,EUR_USD,S5,True,7,2022-01-07T07:31:00.000000000Z,1.13043,1.13048,1.13043,1.13046,7.00000000000145E-05,0,2.41781995519957E-05,5.15322381075517E-06,82.43
24,1436,EUR_USD,S5,True,7,2022-01-07T07:31:15.000000000Z,1.13046,1.13046,1.13043,1.13043,2.99999999999745E-05,0,2.53425596415915E-05,4.12257904860413E-06,86.01
25,1467,EUR_USD,S5,True,5,2022-01-07T07:31:20.000000000Z,1.13044,1.13047,1.13044,1.13047,0,2.0000000000131E-05,2.02740477132732E-05,7.29806323890951E-06,73.53
26,1485,EUR_USD,S5,True,1,2022-01-07T07:31:30.000000000Z,1.13046,1.13046,1.13046,1.13046,2.0000000000131E-05,0,2.02192381706448E-05,5.83845059112761E-06,77.59
27,1519,EUR_USD,S5,True,3,2022-01-07T07:31:35.000000000Z,1.13044,1.13047,1.13044,1.13047,0,2.0000000000131E-05,1.61753905365158E-05,8.67076047292829E-06,65.1
28,1554,EUR_USD,S5,True,4,2022-01-07T07:31:50.000000000Z,1.13049,1.13054,1.13049,1.13052,5.00000000001055E-05,0,2.29403124292337E-05,6.93660837834263E-06,76.78
29,1573,EUR_USD,S5,True,3,2022-01-07T07:31:55.000000000Z,1.13053,1.13053,1.13052,1.13052,4.000000000004E-05,0,2.6352249943395E-05,5.54928670267411E-06,82.6
30,1620,EUR_USD,S5,True,2,2022-01-07T07:32:05.000000000Z,1.1305,1.1305,1.13048,1.13048,0,2.99999999999745E-05,2.1081799954716E-05,1.04394293621342E-05,66.88
31,1639,EUR_USD,S5,True,7,2022-01-07T07:32:15.000000000Z,1.1305,1.13052,1.1305,1.1305,0,0,1.68654399637728E-05,8.35154348970735E-06,66.88
32,1657,EUR_USD,S5,True,2,2022-01-07T07:32:20.000000000Z,1.13052,1.13052,1.1305,1.1305,1.9999999999909E-05,0,1.7492351971E-05,6.68123479176588E-06,72.36
33,1686,EUR_USD,S5,True,1,2022-01-07T07:32:25.000000000Z,1.13049,1.13049,1.13049,1.13049,0,2.99999999999745E-05,1.39938815768E-05,1.13449878334076E-05,55.23
34,1721,EUR_USD,S5,True,6,2022-01-07T07:32:35.000000000Z,1.1305,1.13052,1.13048,1.13048,1.00000000000655E-05,0,1.31951052614531E-05,9.07599026672608E-06,59.25
35,1756,EUR_USD,S5,True,4,2022-01-07T07:32:45.000000000Z,1.13046,1.1305,1.13046,1.1305,0,4.000000000004E-05,1.05560842091625E-05,1.52607922133889E-05,40.89
36,1789,EUR_USD,S5,True,2,2022-01-07T07:32:55.000000000Z,1.13049,1.1305,1.13049,1.1305,2.99999999999745E-05,0,1.44448673673249E-05,1.22086337707111E-05,54.2
37,1806,EUR_USD,S5,True,15,2022-01-07T07:33:05.000000000Z,1.13052,1.13053,1.13051,1.13052,2.99999999999745E-05,0,1.75558938938548E-05,9.76690701656887E-06,64.25
